fk_parent,Manual_Level,Auto_Level,Blanks,English,Hanzi,Pinyin,2nd_Pinyin
-1,5,50,,,宠物,chǒngwù,
-1,5,50,,,抽屉,chōuti,
-1,5,50,,,抽象,chōuxiàng,
-1,5,50,,,丑,chǒu,
-1,5,50,,,臭,chòu,
-1,5,50,,,出版,chūbǎn,
-1,5,50,,,出口,chūkǒu,
-1,5,50,,,出色,chūsè,
-1,5,50,,,出示,chūshì,
-1,5,50,,,出席,chūxí,
-1,5,50,,,初级,chūjí,
-1,5,50,,,除非,chúfēi,
-1,5,50,,,除夕,chúxī,
-1,5,50,,,处理,chǔlǐ,
-1,5,50,,,传播,chuánbō,
-1,5,50,,,传染,chuánrǎn,
-1,5,50,,,传说,chuánshuō,
-1,5,50,,,传统,chuántǒng,
-1,5,50,,,窗帘,chuānglián,
-1,5,50,,,闯,chuǎng,
-1,5,50,,,创造,chuàngzào,
-1,5,50,,,吹,chuī,
-1,5,50,,,词汇,cíhuì,
-1,5,50,,,辞职,cízhí,
-1,5,50,,,此外,cǐwài,
-1,5,50,,,次要,cìyào,
-1,5,50,,,刺激,cìjī,
-1,5,50,,,匆忙,cōngmáng,
-1,5,50,,,从此,cóngcǐ,
-1,5,50,,,从而,cóng'ér,
-1,5,50,,,从前,cóngqián,
-1,5,50,,,从事,cóngshì,
-1,5,50,,,粗糙,cūcāo,
-1,5,50,,,促进,cùjìn,
-1,5,50,,,促使,cùshǐ,
-1,5,50,,,醋,cù,
-1,5,50,,,催,cuī,
-1,5,50,,,存在,cúnzài,
-1,5,50,,,措施,cuòshī,
-1,5,50,,,答应,dāying,
-1,5,50,,,达到,dá dào,
-1,5,50,,,打工,dǎgōng,
-1,5,50,,,打交道,dǎ jiāodao,
-1,5,50,,,打喷嚏,dǎpēntì,
-1,5,50,,,打听,dǎting,
-1,5,50,,,大方,dàfang,
-1,5,50,,,大厦,dàshà,
-1,5,50,,,大象,dàxiàng,
-1,5,50,,,大型,dàxíng,
-1,5,50,,,呆,dāi,
-1,5,50,,,代表,dàibiǎo,
-1,5,50,,,代替,dàitì,
-1,5,50,,,贷款,dài kuǎn,
-1,5,50,,,待遇,dàiyù,
-1,5,50,,,担任,dānrèn,
-1,5,50,,,单纯,dānchún,
-1,5,50,,,单调,dāndiào,
-1,5,50,,,单独,dāndú,
-1,5,50,,,单位,dānwèi,
-1,5,50,,,单元,dānyuán,
-1,5,50,,,耽误,dānwu,
-1,5,50,,,胆小鬼,dǎnxiǎoguǐ,
-1,5,50,,,淡,dàn,
-1,5,50,,,当地,dāngdì,
-1,5,50,,,当心,dāngxīn,
-1,5,50,,,挡,dǎng,
-1,5,50,,,导演,dǎoyǎn,
-1,5,50,,,导致,dǎozhì,
-1,5,50,,,岛屿,dǎoyǔ,
-1,5,50,,,倒霉,dǎoméi,
-1,5,50,,,到达,dàodá,
-1,5,50,,,道德,dàodé,
-1,5,50,,,道理,dàolǐ,
-1,5,50,,,登记,dēngjì,
-1,5,50,,,等待,děngdài,
-1,5,50,,,等于,děngyú,
-1,5,50,,,滴,dī,
-1,5,50,,,的确,díquè,
-1,5,50,,,敌人,dírén,
-1,5,50,,,地道,dìdao,
-1,5,50,,,地理,dìlǐ,
-1,5,50,,,地区,dìqū,
-1,5,50,,,地毯,dìtǎn,
-1,5,50,,,地位,dìwèi,
-1,5,50,,,地震,dìzhèn,
-1,5,50,,,递,dì,
-1,5,50,,,点心,diǎnxin,
-1,5,50,,,电池,diànchí,
-1,5,50,,,电台,diàntái,
-1,5,50,,,钓,diào,
-1,5,50,,,顶,dǐng,
-1,5,50,,,动画片,dònghuàpiàn,
-1,5,50,,,冻,dòng,
-1,5,50,,,洞,dòng,
-1,5,50,,,豆腐,dòufu,
-1,5,50,,,逗,dòu,
-1,5,50,,,独立,dúlì,
-1,5,50,,,独特,dútè,
-1,5,50,,,度过,dùguò,
-1,5,50,,,断,duàn,
-1,5,50,,,堆,duī,
-1,5,50,,,对比,duìbǐ,
-1,5,50,,,对待,duìdài,
-1,5,50,,,对方,duìfāng,
-1,5,50,,,对手,duìshǒu,
-1,5,50,,,对象,duìxiàng,
-1,5,50,,,兑换,duìhuàn,
-1,5,50,,,吨,dūn,
-1,5,50,,,蹲,dūn,
-1,5,50,,,顿,dùn,
-1,5,50,,,多亏,duōkuī,
-1,5,50,,,多余,duōyú,
-1,5,50,,,朵,duǒ,
-1,5,50,,,躲藏,duǒcáng,
-1,5,50,,,恶劣,èliè,
-1,5,50,,,耳环,ěrhuán,
-1,5,50,,,发表,fābiǎo,
-1,5,50,,,发愁,fā chóu,
-1,5,50,,,发达,fādá,
-1,5,50,,,发抖,fādǒu,
-1,5,50,,,发挥,fāhuī,
-1,5,50,,,发明,fāmíng,
-1,5,50,,,发票,fāpiào,
-1,5,50,,,发言,fāyán,
-1,5,50,,,罚款,fákuǎn,
-1,5,50,,,法院,fǎyuàn,
-1,5,50,,,翻,fān,
-1,5,50,,,繁荣,fánróng,
-1,5,50,,,反而,fǎn'ér,
-1,5,50,,,反复,fǎnfù,
-1,5,50,,,反应,fǎnyìng,
-1,5,50,,,反映,fǎnyìng,
-1,5,50,,,反正,fǎnzhèng,
-1,5,50,,,范围,fànwéi,
-1,5,50,,,方,fāng,
-1,5,50,,,方案,fāng'àn,
-1,5,50,,,方式,fāngshì,
-1,5,50,,,妨碍,fáng'ài,
-1,5,50,,,仿佛,fǎngfú,
-1,5,50,,,非,fēi,
-1,5,50,,,肥皂,féizào,
-1,5,50,,,废话,fèihuà,
-1,5,50,,,分别,fēnbié,
-1,5,50,,,分布,fēnbù,
-1,5,50,,,分配,fēnpèi,
-1,5,50,,,分手,fēnshǒu,
-1,5,50,,,分析,fēnxī,
-1,5,50,,,纷纷,fēnfēn,
-1,5,50,,,奋斗,fèndòu,
-1,5,50,,,风格,fēnggé,
-1,5,50,,,风景,fēngjǐng,
-1,5,50,,,风俗,fēngsú,
-1,5,50,,,风险,fēngxiǎn,
-1,5,50,,,疯狂,fēngkuáng,
-1,5,50,,,讽刺,fěngcì,
-1,5,50,,,否定,fǒudìng,
-1,5,50,,,否认,fǒurèn,
-1,5,50,,,扶,fú,
-1,5,50,,,服装,fúzhuāng,
-1,5,50,,,幅,fú,
-1,5,50,,,辅导,fǔdǎo,
-1,5,50,,,妇女,fùnǚ,
-1,5,50,,,复制,fùzhì,
-1,5,50,,,改革,gǎigé,
-1,5,50,,,改进,gǎijìn,
-1,5,50,,,改善,gǎishàn,
-1,5,50,,,改正,gǎizhèng,
-1,5,50,,,盖,gài,
-1,5,50,,,概括,gàikuò,
-1,5,50,,,概念,gàiniàn,
-1,5,50,,,干脆,gāncuì,
-1,5,50,,,干燥,gānzào,
-1,5,50,,,赶紧,gǎnjǐn,
-1,5,50,,,赶快,gǎnkuài,
-1,5,50,,,感激,gǎnjī,
-1,5,50,,,感受,gǎnshòu,
-1,5,50,,,感想,gǎnxiǎng,
-1,5,50,,,干活儿,gàn huór,
-1,5,50,,,钢铁,gāngtiě,
-1,5,50,,,高档,gāodàng,
-1,5,50,,,高级,gāojí,
-1,5,50,,,搞,gǎo,
-1,5,50,,,告别,gàobié,
-1,5,50,,,格外,géwài,
-1,5,50,,,隔壁,gébì,
-1,5,50,,,个别,gèbié,
-1,5,50,,,个人,gèrén,
-1,5,50,,,个性,gèxìng,
-1,5,50,,,各自,gèzì,
-1,5,50,,,根,gēn,
-1,5,50,,,根本,gēnběn,
-1,5,50,,,工厂,gōngchǎng,
-1,5,50,,,工程师,gōngchéngshī,
-1,5,50,,,工具,gōngjù,
-1,5,50,,,工人,gōngrén,
-1,5,50,,,工业,gōngyè,
-1,5,50,,,公布,gōngbù,
-1,5,50,,,公开,gōngkāi,
-1,5,50,,,公平,gōngpíng,
-1,5,50,,,公寓,gōngyù,
-1,5,50,,,公元,gōngyuán,
-1,5,50,,,公主,gōngzhǔ,
-1,5,50,,,功能,gōngnéng,
-1,5,50,,,恭喜,gōngxǐ,
-1,5,50,,,贡献,gòngxiàn,
-1,5,50,,,沟通,gōutōng,
-1,5,50,,,构成,gòuchéng,
-1,5,50,,,姑姑,gūgu,
-1,5,50,,,姑娘,gūniang,
-1,5,50,,,古代,gǔdài,
-1,5,50,,,古典,gǔdiǎn,
-1,5,50,,,股票,gǔpiào,
-1,5,50,,,骨头,gǔtou,
-1,5,50,,,鼓舞,gǔwǔ,
-1,5,50,,,鼓掌,gǔ zhǎng,
-1,5,50,,,固定,gùdìng,
-1,5,50,,,挂号,guà hào,
-1,5,50,,,乖,guāi,
-1,5,50,,,拐弯,guǎi wān,
-1,5,50,,,怪不得,guài bu de,
-1,5,50,,,关闭,guānbì,
-1,5,50,,,观察,guānchá,
-1,5,50,,,观点,guāndiǎn,
-1,5,50,,,观念,guānniàn,
-1,5,50,,,官,guān,
-1,5,50,,,管子,guǎnzi,
-1,5,50,,,冠军,guànjūn,
-1,5,50,,,光滑,guānghuá,
-1,5,50,,,光临,guānglín,
-1,5,50,,,光明,guāngmíng,
-1,5,50,,,光盘,guāngpán,
-1,5,50,,,广场,guǎngchǎng,
-1,5,50,,,广大,guǎngdà,
-1,5,50,,,广泛,guǎngfàn,
-1,5,50,,,归纳,guīnà,
-1,5,50,,,规矩,guīju,
-1,5,50,,,规律,guīlǜ,
-1,5,50,,,规模,guīmó,
-1,5,50,,,规则,guīzé,
-1,5,50,,,柜台,guìtái,
-1,5,50,,,滚,gǔn,
-1,5,50,,,锅,guō,
-1,5,50,,,国庆节,Guóqìng Jié,
-1,5,50,,,国王,guówáng,
-1,5,50,,,果然,guǒrán,
-1,5,50,,,果实,guǒshí,
-1,5,50,,,过分,guòfèn,
-1,5,50,,,过敏,guòmǐn,
-1,5,50,,,过期,guòqī,
-1,5,50,,,哈,hā,
-1,5,50,,,海关,hǎiguān,
-1,5,50,,,海鲜,hǎixiān,
-1,5,50,,,喊,hǎn,
-1,5,50,,,行业,hángyè,
-1,5,50,,,豪华,háohuá,
-1,5,50,,,好客,hàokè,
-1,5,50,,,好奇,hàoqí,
-1,5,50,,,合法,héfǎ,
-1,5,50,,,合理,hélǐ,
-1,5,50,,,合同,hétong,
-1,5,50,,,合影,héyǐng,
-1,5,50,,,合作,hézuò,
-1,5,50,,,何必,hébì,
-1,5,50,,,何况,hékuàng,
-1,5,50,,,和平,hépíng,
-1,5,50,,,核心,héxīn,
-1,5,50,,,恨,hèn,
-1,5,50,,,猴子,hóuzi,
-1,5,50,,,后背,hòubèi,
-1,5,50,,,后果,hòuguǒ,
-1,5,50,,,呼吸,hūxī,
-1,5,50,,,忽然,hūrán,
-1,5,50,,,忽视,hūshì,
-1,5,50,,,胡说,húshuō,
-1,5,50,,,胡同,hútòng,
-1,5,50,,,壶,hú,
-1,5,50,,,蝴蝶,húdié,
-1,5,50,,,糊涂,hútu,
-1,5,50,,,花生,huāshēng,
-1,5,50,,,划,huà,huá
-1,5,50,,,华裔,Huáyì,
-1,5,50,,,滑,huá,
-1,5,50,,,化学,huàxué,
-1,5,50,,,话题,huàtí,
-1,5,50,,,怀念,huáiniàn,
-1,5,50,,,怀孕,huáiyùn,
-1,5,50,,,缓解,huǎnjiě,
-1,5,50,,,幻想,huànxiǎng,
-1,5,50,,,慌张,huāngzhāng,
-1,5,50,,,黄金,huángjīn,
-1,5,50,,,灰,huī,
-1,5,50,,,灰尘,huīchén,
-1,5,50,,,灰心,huī xīn,
-1,5,50,,,挥,huī,
-1,5,50,,,恢复,huīfù,
-1,5,50,,,汇率,huìlǜ,
-1,5,50,,,婚礼,hūnlǐ,
-1,5,50,,,婚姻,hūnyīn,
-1,5,50,,,活跃,huóyuè,
-1,5,50,,,火柴,huǒchái,
-1,5,50,,,伙伴,huǒbàn,
-1,5,50,,,或许,huòxǔ,
-1,5,50,,,机器,jīqì,
-1,5,50,,,肌肉,jīròu,
-1,5,50,,,基本,jīběn,
-1,5,50,,,激烈,jīliè,
-1,5,50,,,及格,jí gé,
-1,5,50,,,极其,jíqí,
-1,5,50,,,急忙,jímáng,
-1,5,50,,,急诊,jízhěn,
-1,5,50,,,集合,jíhé,
-1,5,50,,,集体,jítǐ,
-1,5,50,,,集中,jízhōng,
-1,5,50,,,计算,jìsuàn,
-1,5,50,,,记录,jìlù,
-1,5,50,,,记忆,jìyì,
-1,5,50,,,纪录,jìlù,
-1,5,50,,,纪律,jìlǜ,
-1,5,50,,,纪念,jìniàn,
-1,5,50,,,系 领带,jìlǐngdài,
-1,5,50,,,寂寞,jìmò,
-1,5,50,,,夹子,jiāzi,
-1,5,50,,,家庭,jiātíng,
-1,5,50,,,家务,jiāwù,
-1,5,50,,,家乡,jiāxiāng,
-1,5,50,,,嘉宾,jiābīn,
-1,5,50,,,甲,jiǎ,
-1,5,50,,,假如,jiǎrú,
-1,5,50,,,假设,jiǎshè,
-1,5,50,,,假装,jiǎzhuāng,
-1,5,50,,,价值,jiàzhí,
-1,5,50,,,驾驶,jiàshǐ,
-1,5,50,,,嫁,jià,
-1,5,50,,,坚决,jiānjué,
-1,5,50,,,坚强,jiānqiáng,
-1,5,50,,,肩膀,jiānbǎng,
-1,5,50,,,艰巨,jiānjù,
-1,5,50,,,艰苦,jiānkǔ,
-1,5,50,,,兼职,jiānzhí,
-1,5,50,,,捡,jiǎn,
-1,5,50,,,剪刀,jiǎndāo,
-1,5,50,,,简历,jiǎnlì,
-1,5,50,,,简直,jiǎnzhí,
-1,5,50,,,建立,jiànlì,
-1,5,50,,,建设,jiànshè,
-1,5,50,,,建筑,jiànzhù,
-1,5,50,,,健身,jiànshēn,
-1,5,50,,,键盘,jiànpán,
-1,5,50,,,讲究,jiǎngjiu,
-1,5,50,,,讲座,jiǎngzuò,
-1,5,50,,,酱油,jiàngyóu,
-1,5,50,,,交换,jiāohuàn,
-1,5,50,,,交际,jiāojì,
-1,5,50,,,交往,jiāowǎng,
-1,5,50,,,浇,jiāo,
-1,5,50,,,胶水,jiāoshuǐ,
-1,5,50,,,角度,jiǎodù,
-1,5,50,,,狡猾,jiǎohuá,
-1,5,50,,,教材,jiàocái,
-1,5,50,,,教练,jiàoliàn,
-1,5,50,,,教训,jiàoxun,
-1,5,50,,,阶段,jiēduàn,
-1,5,50,,,结实,jiēshi,
-1,5,50,,,接触,jiēchù,
-1,5,50,,,接待,jiēdài,
-1,5,50,,,接近,jiējìn,
-1,5,50,,,节省,jiéshěng,
-1,5,50,,,结构,jiégòu,
-1,5,50,,,结合,jiéhé,
-1,5,50,,,结论,jiélùn,
-1,5,50,,,结账,jiézhàng,
-1,5,50,,,戒,jiè,
-1,5,50,,,戒指,jièzhi,
-1,5,50,,,届,jiè,
-1,5,50,,,借口,jièkǒu,
-1,5,50,,,金属,jīnshǔ,
-1,5,50,,,尽快,jǐnkuài,
-1,5,50,,,尽量,jǐnliàng,
-1,5,50,,,紧急,jǐnjí,
-1,5,50,,,谨慎,jǐnshèn,
-1,5,50,,,尽力,jìn lì,
-1,5,50,,,进步,jìnbù,
-1,5,50,,,进口,jìn kǒu,
-1,5,50,,,近代,jìndài,
-1,5,50,,,经典,jīngdiǎn,
-1,5,50,,,经商,jīng shāng,
-1,5,50,,,经营,jīngyíng,
-1,5,50,,,精力,jīnglì,
-1,5,50,,,精神,jīngshen,
-1,5,50,,,酒吧,jiǔbā,
-1,5,50,,,救,jiù,
-1,5,50,,,救护车,jiùhùchē,
-1,5,50,,,舅舅,jiùjiu,
-1,5,50,,,居然,jūrán,
-1,5,50,,,桔子,júzi,
-1,5,50,,,巨大,jùdà,
-1,5,50,,,具备,jùbèi,
-1,5,50,,,具体,jùtǐ,
-1,5,50,,,俱乐部,jùlèbù,
-1,5,50,,,据说,jùshuō,
-1,5,50,,,捐,juān,
-1,5,50,,,决赛,juésài,
-1,5,50,,,决心,juéxīn,
-1,5,50,,,角色,juésè,
-1,5,50,,,绝对,juéduì,
-1,5,50,,,军事,jūnshì,
-1,5,50,,,均匀,jūnyún,
-1,5,50,,,卡车,kǎchē,
-1,5,50,,,开发,kāifā,
-1,5,50,,,开放,kāifàng,
-1,5,50,,,开幕式,kāimùshì,
-1,5,50,,,开水,kāishuǐ,
-1,5,50,,,砍,kǎn,
-1,5,50,,,看不起,kàn bu qǐ,
-1,5,50,,,看望,kànwàng,
-1,5,50,,,靠,kào,
-1,5,50,,,颗,kē,
-1,5,50,,,可见,kějiàn,
-1,5,50,,,可靠,kěkào,
-1,5,50,,,可怕,kěpà,
-1,5,50,,,克,kè,
-1,5,50,,,克服,kèfú,
-1,5,50,,,刻苦,kèkǔ,
-1,5,50,,,客观,kèguān,
-1,5,50,,,课程,kèchéng,
-1,5,50,,,空间,kōngjiān,
-1,5,50,,,空闲,kòngxián,
-1,5,50,,,控制,kòngzhì,
-1,5,50,,,口味,kǒuwèi,
-1,5,50,,,夸,kuā,
-1,5,50,,,夸张,kuāzhāng,
-1,5,50,,,会计,kuàijì,
-1,5,50,,,宽,kuān,
-1,5,50,,,昆虫,kūnchóng,
-1,5,50,,,扩大,kuòdà,
-1,5,50,,,辣椒,làjiāo,
-1,5,50,,,拦,lán,
-1,5,50,,,烂,làn,
-1,5,50,,,朗读,lǎngdú,
-1,5,50,,,劳动,láodòng,
-1,5,50,,,劳驾,láo jià,
-1,5,50,,,老百姓,lǎobǎixìng,
-1,5,50,,,老板,lǎobǎn,
-1,5,50,,,老婆,lǎopó,
-1,5,50,,,老实,lǎoshi,
-1,5,50,,,老鼠,lǎoshǔ,
-1,5,50,,,姥姥,lǎolao,
-1,5,50,,,乐观,lèguān,
-1,5,50,,,雷,léi,
-1,5,50,,,类型,lèixíng,
-1,5,50,,,冷淡,lěngdàn,
-1,5,50,,,厘米,límǐ,
-1,5,50,,,离婚,lí hūn,
-1,5,50,,,梨,lí,
-1,5,50,,,理论,lǐlùn,
-1,5,50,,,理由,lǐyóu,
-1,5,50,,,力量,lìliang,
-1,5,50,,,立即,lìjí,
-1,5,50,,,立刻,lìkè,
-1,5,50,,,利润,lìrùn,
-1,5,50,,,利息,lìxī,
-1,5,50,,,利益,lìyì,
-1,5,50,,,利用,lìyòng,
-1,5,50,,,连忙,liánmáng,
-1,5,50,,,连续,liánxù,
-1,5,50,,,联合,liánhé,
-1,5,50,,,恋爱,liàn'ài,
-1,5,50,,,良好,liánghǎo,
-1,5,50,,,粮食,liángshi,
-1,5,50,,,亮,liàng,
-1,5,50,,,了不起,liǎobuqǐ,
-1,5,50,,,列车,lièchē,
-1,5,50,,,临时,línshí,
-1,5,50,,,灵活,línghuó,
-1,5,50,,,铃,líng,
-1,5,50,,,零件,língjiàn,
-1,5,50,,,零食,língshí,
-1,5,50,,,领导,lǐngdǎo,
-1,5,50,,,领域,lǐngyù,
-1,5,50,,,浏览,liúlǎn,
-1,5,50,,,流传,liúchuán,
-1,5,50,,,流泪,liúlèi,
-1,5,50,,,龙,lóng,
-1,5,50,,,漏,lòu,
-1,5,50,,,陆地,lùdì,
-1,5,50,,,陆续,lùxù,
-1,5,50,,,录取,lùqǔ,
-1,5,50,,,录音,lùyīn,
-1,5,50,,,轮流,lúnliú,
-1,5,50,,,论文,lùnwén,
-1,5,50,,,逻辑,luóji,
-1,5,50,,,落后,luòhòu,
-1,5,50,,,骂,mà,
-1,5,50,,,麦克风,màikèfēng,
-1,5,50,,,馒头,mántou,
-1,5,50,,,满足,mǎnzú,
-1,5,50,,,毛病,máobìng,
-1,5,50,,,矛盾,máodùn,
-1,5,50,,,冒险,màoxiǎn,
-1,5,50,,,贸易,màoyì,
-1,5,50,,,眉毛,méimao,
-1,5,50,,,媒体,méitǐ,
-1,5,50,,,煤炭,méitàn,
-1,5,50,,,美术,měishù,
-1,5,50,,,魅力,mèilì,
-1,5,50,,,梦想,mèngxiǎng,
-1,5,50,,,秘密,mìmì,
-1,5,50,,,秘书,mìshu,
-1,5,50,,,密切,mìqiè,
-1,5,50,,,蜜蜂,mìfēng,
-1,5,50,,,面对,miànduì,
-1,5,50,,,面积,miànjī,
-1,5,50,,,面临,miànlín,
-1,5,50,,,苗条,miáotiao,
-1,5,50,,,描写,miáoxiě,
-1,5,50,,,敏感,mǐngǎn,
-1,5,50,,,名牌,míngpái,
-1,5,50,,,名片,míngpiàn,
-1,5,50,,,名胜古迹,míngshènggǔjì,
-1,5,50,,,明确,míngquè,
-1,5,50,,,明显,míngxiǎn,
-1,5,50,,,明星,míngxīng,
-1,5,50,,,命令,mìnglìng,
-1,5,50,,,命运,mìngyùn,
-1,5,50,,,摸,mō,
-1,5,50,,,模仿,mófǎng,
-1,5,50,,,模糊,móhu,
-1,5,50,,,模特,mótè,
-1,5,50,,,摩托车,mótuōchē,
-1,5,50,,,陌生,mòshēng,
-1,5,50,,,某,mǒu,
-1,5,50,,,木头,mùtou,
-1,5,50,,,目标,mùbiāo,
-1,5,50,,,目录,mùlù,
-1,5,50,,,目前,mùqián,
-1,5,50,,,哪怕,nǎpà,
-1,5,50,,,难怪,nánguài,
-1,5,50,,,难免,nánmiǎn,
-1,5,50,,,脑袋,nǎodai,
-1,5,50,,,内部,nèibù,
-1,5,50,,,内科,nèikē,
-1,5,50,,,嫩,nèn,
-1,5,50,,,能干,nénggàn,
-1,5,50,,,能源,néngyuán,
-1,5,50,,,嗯,ēn,
-1,5,50,,,年代,niándài,
-1,5,50,,,年纪,niánjì,
-1,5,50,,,念,niàn,
-1,5,50,,,宁可,nìngkě,
-1,5,50,,,牛仔裤,niúzǎikù,
-1,5,50,,,农村,nóngcūn,
-1,5,50,,,农民,nóngmín,
-1,5,50,,,农业,nóngyè,
-1,5,50,,,浓,nóng,
-1,5,50,,,女士,nǚshì,
-1,5,50,,,欧洲,Ōuzhōu,
-1,5,50,,,偶然,ǒurán,
-1,5,50,,,拍,pāi,
-1,5,50,,,派,pài,
-1,5,50,,,盼望,pànwàng,
-1,5,50,,,培训,péixùn,
-1,5,50,,,培养,péiyǎng,
-1,5,50,,,赔偿,péicháng,
-1,5,50,,,佩服,pèifu,
-1,5,50,,,配合,pèihé,
-1,5,50,,,盆,pén,
-1,5,50,,,碰,pèng,
-1,5,50,,,批,pī,
-1,5,50,,,批准,pīzhǔn,
-1,5,50,,,披,pī,
-1,5,50,,,疲劳,píláo,
-1,5,50,,,匹,pǐ,
-1,5,50,,,片,piàn,piān
-1,5,50,,,片面,piànmiàn,
-1,5,50,,,飘,piāo,
-1,5,50,,,拼音,pīnyīn,
-1,5,50,,,频道,píndào,
-1,5,50,,,平,píng,
-1,5,50,,,平安,píng'ān,
-1,5,50,,,平常,píngcháng,
