fk_parent,Manual_Level,Auto_Level,Blanks,English,Hanzi,Pinyin,2nd_Pinyin
-1,4,40,,,接着,jiēzhe,
-1,4,40,,,节,jié,
-1,4,40,,,节约,jiéyuē,
-1,4,40,,,结果,jiéguǒ,
-1,4,40,,,解释,jiěshì,
-1,4,40,,,尽管,jǐnguǎn,
-1,4,40,,,紧张,jǐnzhāng,
-1,4,40,,,进行,jìnxíng,
-1,4,40,,,禁止,jìnzhǐ,
-1,4,40,,,京剧,jīngjù,
-1,4,40,,,经济,jīngjì,
-1,4,40,,,经历,jīnglì,
-1,4,40,,,经验,jīngyàn,
-1,4,40,,,精彩,jīngcǎi,
-1,4,40,,,景色,jǐngsè,
-1,4,40,,,警察,jǐngchá,
-1,4,40,,,竞争,jìngzhēng,
-1,4,40,,,竟然,jìngrán,
-1,4,40,,,镜子,jìngzi,
-1,4,40,,,究竟,jiūjìng,
-1,4,40,,,举,jǔ,
-1,4,40,,,举办,jǔbàn,
-1,4,40,,,举行,jǔxíng,
-1,4,40,,,拒绝,jùjué,
-1,4,40,,,距离,jùlí,
-1,4,40,,,聚会,jùhuì,
-1,4,40,,,开玩笑,kāi wánxiào,
-1,4,40,,,开心,kāixīn,
-1,4,40,,,看法,kànfǎ,
-1,4,40,,,考虑,kǎolǜ,
-1,4,40,,,烤鸭,kǎoyā,
-1,4,40,,,科学,kēxué,
-1,4,40,,,棵,kē,
-1,4,40,,,咳嗽,késou,
-1,4,40,,,可怜,kělián,
-1,4,40,,,可是,kěshì,
-1,4,40,,,可惜,kěxī,
-1,4,40,,,客厅,kètīng,
-1,4,40,,,肯定,kěndìng,
-1,4,40,,,空,kōng,kòng
-1,4,40,,,空气,kōngqì,
-1,4,40,,,恐怕,kǒngpà,
-1,4,40,,,苦,kǔ,
-1,4,40,,,矿泉水,kuàngquánshuǐ,
-1,4,40,,,困,kùn,
-1,4,40,,,困难,kùnnan,
-1,4,40,,,垃圾桶,lājītǒng,
-1,4,40,,,拉,lā,
-1,4,40,,,辣,là,
-1,4,40,,,来不及,lái bu jí,
-1,4,40,,,来得及,lái de jí,
-1,4,40,,,来自,láizì,
-1,4,40,,,懒,lǎn,
-1,4,40,,,浪费,làngfèi,
-1,4,40,,,浪漫,làngmàn,
-1,4,40,,,老虎,lǎohǔ,
-1,4,40,,,冷静,lěngjìng,
-1,4,40,,,礼拜天,lǐbàitiān,
-1,4,40,,,礼貌,lǐmào,
-1,4,40,,,理发,lǐfà,
-1,4,40,,,理解,lǐjiě,
-1,4,40,,,理想,lǐxiǎng,
-1,4,40,,,力气,lìqi,
-1,4,40,,,厉害,lìhai,
-1,4,40,,,例如,lìrú,
-1,4,40,,,俩,liǎng,
-1,4,40,,,连,lián,
-1,4,40,,,联系,liánxì,
-1,4,40,,,凉快,liángkuai,
-1,4,40,,,零钱,língqián,
-1,4,40,,,另外,lìngwài,
-1,4,40,,,留,liú,
-1,4,40,,,流利,liúlì,
-1,4,40,,,流行,liúxíng,
-1,4,40,,,旅行,lǚxíng,
-1,4,40,,,律师,lǜshī,
-1,4,40,,,乱,luàn,
-1,4,40,,,麻烦,máfan,
-1,4,40,,,马虎,mǎhu,
-1,4,40,,,满,mǎn,
-1,4,40,,,毛,máo,
-1,4,40,,,毛巾,máojīn,
-1,4,40,,,美丽,měilì,
-1,4,40,,,梦,mèng,
-1,4,40,,,迷路,mílù,
-1,4,40,,,密码,mìmǎ,
-1,4,40,,,免费,miǎn fèi,
-1,4,40,,,秒,miǎo,
-1,4,40,,,民族,mínzú,
-1,4,40,,,母亲,mǔqin,
-1,4,40,,,目的,mùdì,
-1,4,40,,,耐心,nàixīn,
-1,4,40,,,难道,nándào,
-1,4,40,,,难受,nánshòu,
-1,4,40,,,内,nèi,
-1,4,40,,,内容,nèiróng,
-1,4,40,,,能力,nénglì,
-1,4,40,,,年龄,niánlíng,
-1,4,40,,,弄,nòng,
-1,4,40,,,暖和,nuǎnhuo,
-1,4,40,,,偶尔,ǒu'ěr,
-1,4,40,,,排队,pái duì,
-1,4,40,,,排列,páiliè,
-1,4,40,,,判断,pànduàn,
-1,4,40,,,陪,péi,
-1,4,40,,,批评,pīpíng,
-1,4,40,,,皮肤,pífū,
-1,4,40,,,脾气,píqi,
-1,4,40,,,篇,piān,
-1,4,40,,,骗,piàn,
-1,4,40,,,乒乓球,pīngpāngqiú,
-1,4,40,,,平时,píngshí,
-1,4,40,,,破,pò,
-1,4,40,,,葡萄,pútao,
-1,4,40,,,普遍,pǔbiàn,
-1,4,40,,,普通话,pǔtōnghuà,
-1,4,40,,,其次,qícì,
-1,4,40,,,其中,qízhōng,
-1,4,40,,,气候,qìhòu,
-1,4,40,,,千万,qiānwàn,
-1,4,40,,,签证,qiānzhèng,
-1,4,40,,,敲,qiāo,
-1,4,40,,,桥,qiáo,
-1,4,40,,,巧克力,qiǎokèlì,
-1,4,40,,,亲戚,qīnqi,
-1,4,40,,,轻,qīng,
-1,4,40,,,轻松,qīngsōng,
-1,4,40,,,情况,qíngkuàng,
-1,4,40,,,穷,qióng,
-1,4,40,,,区别,qūbié,
-1,4,40,,,取,qǔ,
-1,4,40,,,全部,quánbù,
-1,4,40,,,缺点,quēdiǎn,
-1,4,40,,,缺少,quēshǎo,
-1,4,40,,,却,què,
-1,4,40,,,确实,quèshí,
-1,4,40,,,然而,rán'ér,
-1,4,40,,,热闹,rènao,
-1,4,40,,,任何,rènhé,
-1,4,40,,,任务,rènwu,
-1,4,40,,,扔,rēng,
-1,4,40,,,仍然,réngrán,
-1,4,40,,,日记,rìjì,
-1,4,40,,,入口,rùkǒu,
-1,4,40,,,散步,sàn bù,
-1,4,40,,,森林,sēnlín,
-1,4,40,,,沙发,shāfā,
-1,4,40,,,伤心,shāngxīn,
-1,4,40,,,商量,shāngliang,
-1,4,40,,,稍微,shāowēi,
-1,4,40,,,勺子,sháozi,
-1,4,40,,,社会,shèhuì,
-1,4,40,,,申请,shēnqǐng,
-1,4,40,,,深,shēn,
-1,4,40,,,甚至,shènzhì,
-1,4,40,,,生活,shēnghuó,
-1,4,40,,,生命,shēngmìng,
-1,4,40,,,生意,shēngyi,
-1,4,40,,,省,shěng,
-1,4,40,,,剩,shèng,
-1,4,40,,,失败,shībài,
-1,4,40,,,失望,shīwàng,
-1,4,40,,,师傅,shīfu,
-1,4,40,,,十分,shífēn,
-1,4,40,,,实际,shíjì,
-1,4,40,,,实在,shízài,
-1,4,40,,,使,shǐ,
-1,4,40,,,使用,shǐyòng,
-1,4,40,,,世纪,shìjì,
-1,4,40,,,是否,shìfǒu,
-1,4,40,,,适合,shìhé,
-1,4,40,,,适应,shìyìng,
-1,4,40,,,收,shōu,
-1,4,40,,,收入,shōurù,
-1,4,40,,,收拾,shōushi,
-1,4,40,,,首都,shǒudū,
-1,4,40,,,首先,shǒuxiān,
-1,4,40,,,受不了,shòu bu liǎo,
-1,4,40,,,受到,shòudào,
-1,4,40,,,售货员,shòuhuòyuán,
-1,4,40,,,输,shū,
-1,4,40,,,熟悉,shúxī,
-1,4,40,,,数量,shùliàng,
-1,4,40,,,数字,shùzì,
-1,4,40,,,帅,shuài,
-1,4,40,,,顺便,shùnbiàn,
-1,4,40,,,顺利,shùnlì,
-1,4,40,,,顺序,shùnxù,
-1,4,40,,,说明,shuōmíng,
-1,4,40,,,硕士,shuòshì,
-1,4,40,,,死,sǐ,
-1,4,40,,,速度,sùdù,
-1,4,40,,,塑料袋,sùliàodài,
-1,4,40,,,酸,suān,
-1,4,40,,,随便,suíbiàn,
-1,4,40,,,随着,suízhe,
-1,4,40,,,孙子,sūnzi,
-1,4,40,,,所有,suǒyǒu,
-1,4,40,,,台,tái,
-1,4,40,,,抬,tái,
-1,4,40,,,态度,tàidu,
-1,4,40,,,谈,tán,
-1,4,40,,,弹钢琴,tán gāngqín,
-1,4,40,,,汤,tāng,
-1,4,40,,,糖,táng,
-1,4,40,,,躺,tǎng,
-1,4,40,,,趟,tàng,tāng
-1,4,40,,,讨论,tǎolùn,
-1,4,40,,,讨厌,tǎoyàn,
-1,4,40,,,特点,tèdiǎn,
-1,4,40,,,提,tí,
-1,4,40,,,提供,tígōng,
-1,4,40,,,提前,tíqián,
-1,4,40,,,提醒,tíxǐng,
-1,4,40,,,填空,tiánkòng,
-1,4,40,,,条件,tiáojiàn,
-1,4,40,,,停,tíng,
-1,4,40,,,挺,tǐng,
-1,4,40,,,通过,tōngguò,
-1,4,40,,,通知,tōngzhī,
-1,4,40,,,同情,tóngqíng,
-1,4,40,,,同时,tóngshí,
-1,4,40,,,推,tuī,
-1,4,40,,,推迟,tuīchí,
-1,4,40,,,脱,tuō,
-1,4,40,,,袜子,wàzi,
-1,4,40,,,完全,wánquán,
-1,4,40,,,网球,wǎngqiú,
-1,4,40,,,网站,wǎngzhàn,
-1,4,40,,,往往,wǎngwǎng,
-1,4,40,,,危险,wēixiǎn,
-1,4,40,,,卫生间,wèishēngjiān,
-1,4,40,,,味道,wèidao,
-1,4,40,,,温度,wēndù,
-1,4,40,,,文章,wénzhāng,
-1,4,40,,,污染,wūrǎn,
-1,4,40,,,无,wú,
-1,4,40,,,无聊,wúliáo,
-1,4,40,,,无论,wúlùn,
-1,4,40,,,误会,wùhuì,
-1,4,40,,,西红柿,xīhóngshì,
-1,4,40,,,吸引,xīyǐn,
-1,4,40,,,咸,xián,
-1,4,40,,,现金,xiànjīn,
-1,4,40,,,羡慕,xiànmù,
-1,4,40,,,相反,xiāngfǎn,
-1,4,40,,,相同,xiāngtóng,
-1,4,40,,,香,xiāng,
-1,4,40,,,详细,xiángxì,
-1,4,40,,,响,xiǎng,
-1,4,40,,,橡皮,xiàngpí,
-1,4,40,,,消息,xiāoxi,
-1,4,40,,,小吃,xiǎochī,
-1,4,40,,,小伙子,xiǎohuǒzi,
-1,4,40,,,小说,xiǎoshuō,
-1,4,40,,,笑话,xiàohua,
-1,4,40,,,效果,xiàoguǒ,
-1,4,40,,,心情,xīnqíng,
-1,4,40,,,辛苦,xīnkǔ,
-1,4,40,,,信封,xìnfēng,
-1,4,40,,,信息,xìnxī,
-1,4,40,,,信心,xìnxīn,
-1,4,40,,,兴奋,xīngfèn,
-1,4,40,,,行,xíng,
-1,4,40,,,醒,xǐng,
-1,4,40,,,幸福,xìngfú,
-1,4,40,,,性别,xìngbié,
-1,4,40,,,性格,xìnggé,
-1,4,40,,,修理,xiūlǐ,
-1,4,40,,,许多,xǔduō,
-1,4,40,,,学期,xuéqī,
-1,4,40,,,压力,yālì,
-1,4,40,,,呀,ya,
-1,4,40,,,牙膏,yágāo,
-1,4,40,,,亚洲,Yàzhōu,
-1,4,40,,,严格,yángé,
-1,4,40,,,严重,yánzhòng,
-1,4,40,,,研究,yánjiū,
-1,4,40,,,盐,yán,
-1,4,40,,,眼镜,yǎnjìng,
-1,4,40,,,演出,yǎnchū,
-1,4,40,,,演员,yǎnyuán,
-1,4,40,,,阳光,yángguāng,
-1,4,40,,,养成,yǎngchéng,
-1,4,40,,,样子,yàngzi,
-1,4,40,,,邀请,yāoqǐng,
-1,4,40,,,要是,yàoshi,
-1,4,40,,,钥匙,yàoshi,
-1,4,40,,,也许,yěxǔ,
-1,4,40,,,叶子,yèzi,
-1,4,40,,,页,yè,
-1,4,40,,,一切,yíqiè,
-1,4,40,,,以,yǐ,
-1,4,40,,,以为,yǐwéi,
-1,4,40,,,艺术,yìshù,
-1,4,40,,,意见,yìjiàn,
-1,4,40,,,因此,yīncǐ,
-1,4,40,,,引起,yǐnqǐ,
-1,4,40,,,印象,yìnxiàng,
-1,4,40,,,赢,yíng,
-1,4,40,,,应聘,yìngpìn,
-1,4,40,,,永远,yǒngyuǎn,
-1,4,40,,,勇敢,yǒnggǎn,
-1,4,40,,,优点,yōudiǎn,
-1,4,40,,,优秀,yōuxiù,
-1,4,40,,,幽默,yōumò,
-1,4,40,,,尤其,yóuqí,
-1,4,40,,,由,yóu,
-1,4,40,,,由于,yóuyú,
-1,4,40,,,邮局,yóujú,
-1,4,40,,,友好,yǒuhǎo,
-1,4,40,,,友谊,yǒuyì,
-1,4,40,,,有趣,yǒuqù,
-1,4,40,,,于是,yúshì,
-1,4,40,,,愉快,yúkuài,
-1,4,40,,,与,yǔ,
-1,4,40,,,羽毛球,yǔmáoqiú,
-1,4,40,,,语法,yǔfǎ,
-1,4,40,,,语言,yǔyán,
-1,4,40,,,预习,yùxí,
-1,4,40,,,原来,yuánlái,
-1,4,40,,,原谅,yuánliàng,
-1,4,40,,,原因,yuányīn,
-1,4,40,,,约会,yuēhuì,
-1,4,40,,,阅读,yuèdú,
-1,4,40,,,云,yún,
-1,4,40,,,允许,yǔnxǔ,
-1,4,40,,,杂志,zázhì,
-1,4,40,,,咱们,zánmen,
-1,4,40,,,暂时,zànshí,
-1,4,40,,,脏,zāng,
-1,4,40,,,责任,zérèn,
-1,4,40,,,增加,zēngjiā,
-1,4,40,,,占线,zhànxiàn,
-1,4,40,,,招聘,zhāopìn,
-1,4,40,,,照,zhào,
-1,4,40,,,真正,zhēnzhèng,
-1,4,40,,,整理,zhěnglǐ,
-1,4,40,,,正常,zhèngcháng,
-1,4,40,,,正好,zhènghǎo,
-1,4,40,,,正确,zhèngquè,
-1,4,40,,,正式,zhèngshì,
-1,4,40,,,证明,zhèngmíng,
-1,4,40,,,之,zhī,
-1,4,40,,,支持,zhīchí,
-1,4,40,,,知识,zhīshi,
-1,4,40,,,直接,zhíjiē,
-1,4,40,,,值得,zhíde,
-1,4,40,,,职业,zhíyè,
-1,4,40,,,植物,zhíwù,
-1,4,40,,,只好,zhǐhǎo,
-1,4,40,,,只要,zhǐyào,
-1,4,40,,,指,zhǐ,
-1,4,40,,,至少,zhìshǎo,
-1,4,40,,,质量,zhìliàng,
-1,4,40,,,重,zhòng,
-1,4,40,,,重点,zhòngdiǎn,
-1,4,40,,,重视,zhòngshì,
-1,4,40,,,周围,zhōuwéi,
-1,4,40,,,主意,zhǔyi,
-1,4,40,,,祝贺,zhùhè,
-1,4,40,,,著名,zhùmíng,
-1,4,40,,,专门,zhuānmén,
-1,4,40,,,专业,zhuānyè,
-1,4,40,,,转,zhuǎn,zhuàn
-1,4,40,,,赚,zhuàn,
-1,4,40,,,准确,zhǔnquè,
-1,4,40,,,准时,zhǔnshí,
-1,4,40,,,仔细,zǐxì,
-1,4,40,,,自然,zìrán,
-1,4,40,,,自信,zìxìn,
-1,4,40,,,总结,zǒngjié,
-1,4,40,,,租,zū,
-1,4,40,,,最好,zuìhǎo,
-1,4,40,,,尊重,zūnzhòng,
-1,4,40,,,左右,zuǒyòu,
-1,4,40,,,作家,zuòjiā,
-1,4,40,,,作用,zuòyòng,
-1,4,40,,,作者,zuòzhě,
-1,4,40,,,座,zuò,
-1,4,40,,,座位,zuòwèi,
